DealID,CompanyID,RepID,CreatedDateKey,LastActivityDateKey,ProductCategory,StageName,StageOrder,Status,DealValueEUR,BaseWinProbability,AdjustedWinProbability
11958,1669,113,20241218,20250121,Security,Contracting,7,Won,38691,0.43,0.78
11959,1479,131,20241218,20250416,Security,Demo,4,Lost,9772,0.48,0.55
11960,1202,151,20241218,20250313,CRM,Contracting,7,Won,8650,0.48,0.48
11961,1968,107,20241205,20250210,Analytics,Negotiation,6,Lost,140413,0.3,0.37
11962,1731,154,20241211,20250214,HR Tech,Qualification,2,Lost,19354,0.24,0.02
11963,1551,141,20241212,20241230,BI Reporting,Discovery,3,Lost,26097,0.18,0.02
11964,1963,133,20241223,20241227,BI Reporting,Qualification,2,Lost,292266,0.13,0.02
11965,1087,150,20241210,20250203,HR Tech,Prospecting,1,Lost,10182,0.42,0.15
11966,1793,153,20241209,20250207,HR Tech,Qualification,2,Lost,28518,0.23,0.02
11967,1681,111,20241210,20241230,Security,Qualification,2,Lost,15451,0.21,0.02
11968,1174,125,20241217,20250307,CRM,Contracting,7,Won,6139,0.32,0.67
11969,1853,151,20241213,20250120,BI Reporting,Prospecting,1,Lost,241268,0.21,0.02
11970,1702,121,20241231,20251224,Analytics,Contracting,7,Won,12384,0.12,0.47
11971,1487,153,20241213,20250114,Security,Qualification,2,Lost,14701,0.29,0.02
11972,1671,101,20241202,20241210,BI Reporting,Prospecting,1,Lost,18983,0.35,0.08
11973,1868,147,20241205,20250115,CRM,Prospecting,1,Lost,139526,0.11,0.02
11974,1397,147,20241209,20250131,Analytics,Contracting,7,Won,3683,0.32,0.57
11975,1337,112,20241224,20250107,Analytics,Contracting,7,Won,3543,0.29,0.64
11976,1624,121,20241231,20250319,Analytics,Contracting,7,Won,20649,0.08,0.45
11977,1559,138,20241223,20250110,BI Reporting,Discovery,3,Lost,14745,0.18,0.02
11978,1640,112,20241213,20250409,Analytics,Contracting,7,Won,36693,0.27,0.45
11979,1236,151,20241211,20250117,Security,Qualification,2,Lost,5387,0.41,0.14
11980,1879,103,20241209,20241212,CRM,Prospecting,1,Lost,234926,0.2,0.02
11981,1733,105,20241216,20250107,HR Tech,Demo,4,Lost,48871,0.46,0.55
11982,1518,125,20241204,20250228,Security,Qualification,2,Lost,48697,0.21,0.02
11983,1069,153,20241209,20241210,HR Tech,Proposal,5,Lost,8658,0.4,0.44
11984,1286,109,20241209,20241216,Security,Proposal,5,Lost,3083,0.25,0.02
11985,1687,154,20241216,20241223,Security,Prospecting,1,Lost,18573,0.07,0.02
11986,1438,112,20241220,20250116,CRM,Prospecting,1,Lost,11711,0.34,0.02
11987,1840,110,20241206,20241220,BI Reporting,Prospecting,1,Lost,194799,0.36,0.09
11988,1068,135,20241202,20250108,HR Tech,Contracting,7,Won,5937,0.1,0.45
11989,1223,130,20241223,20251210,HR Tech,Contracting,7,Won,6771,0.14,0.45
11990,1566,147,20241219,20250207,CRM,Contracting,7,Won,16020,0.28,0.63
11991,1703,131,20241216,20250107,Security,Prospecting,1,Lost,35789,0.34,0.07
11992,1611,131,20241202,20250205,CRM,Contracting,7,Won,29639,0.5,0.8
11993,1468,128,20241209,20241212,BI Reporting,Discovery,3,Lost,11396,0.26,0.02
11994,1262,133,20241212,20250211,BI Reporting,Qualification,2,Lost,17648,0.44,0.17
11995,1638,147,20241204,20250109,BI Reporting,Prospecting,1,Lost,42891,0.25,0.02
11996,1541,129,20241209,20250109,BI Reporting,Prospecting,1,Lost,25158,0.38,0.11
11997,1909,153,20241202,20241223,BI Reporting,Demo,4,Lost,67985,0.21,0.43
11998,1323,113,20241231,20250416,HR Tech,Discovery,3,Lost,23965,0.31,0.04
11999,1137,135,20241217,20241223,HR Tech,Contracting,7,Won,1857,0.33,0.68
12000,1860,112,20241223,20250128,HR Tech,Demo,4,Lost,149263,0.09,0.31
12001,1260,107,20241230,20250321,HR Tech,Discovery,3,Lost,12620,0.45,0.18
12002,1830,103,20241202,20251028,CRM,Contracting,7,Won,291076,0.23,0.46
12003,1554,130,20241223,20250120,HR Tech,Demo,4,Lost,18278,0.17,0.32
12004,1275,109,20241211,20241224,Analytics,Demo,4,Lost,2668,0.36,0.55
12005,1571,150,20241223,20250102,Analytics,Qualification,2,Lost,44460,0.21,0.02
12006,1534,109,20241205,20250103,Analytics,Prospecting,1,Lost,17807,0.07,0.02
12007,1812,129,20241203,20250220,CRM,Qualification,2,Lost,79785,0.17,0.02
12008,1662,106,20241202,20241204,BI Reporting,Contracting,7,Won,52765,0.39,0.74
12009,1402,101,20241230,20250528,Analytics,Contracting,7,Won,12282,0.25,0.45
12010,1177,110,20241213,20241231,BI Reporting,Prospecting,1,Lost,21865,0.31,0.04
12011,1051,154,20241211,20250220,BI Reporting,Demo,4,Lost,5563,0.23,0.25
12012,1218,154,20241224,20250108,Analytics,Discovery,3,Lost,2193,0.29,0.02
12013,1046,106,20241224,20250502,CRM,Contracting,7,Won,5488,0.51,0.86
12014,1236,109,20241209,20250207,Analytics,Prospecting,1,Lost,1017,0.19,0.02
12015,1065,101,20241206,20250107,BI Reporting,Demo,4,Lost,9323,0.28,0.32
12016,1445,124,20241205,20250307,HR Tech,Contracting,7,Won,4877,0.39,0.49
12017,1932,103,20241205,20241224,CRM,Prospecting,1,Lost,233149,0.26,0.02
12018,1647,150,20241213,20241218,BI Reporting,Contracting,7,Won,46512,0.18,0.53
12019,1396,135,20241216,20250217,CRM,Contracting,7,Won,1091,0.2,0.55
12020,1086,128,20241220,20241223,Security,Qualification,2,Lost,6102,0.35,0.08
12021,1393,119,20241223,20241223,CRM,Contracting,7,Won,7731,0.3,0.6
12022,1940,103,20241217,20250114,Analytics,Contracting,7,Won,244974,0.2,0.45
12023,1951,113,20241227,20250113,Security,Prospecting,1,Lost,270361,0.3,0.02
12024,1657,111,20241212,20241216,CRM,Qualification,2,Lost,29321,0.08,0.02
12025,1774,127,20241223,20250214,CRM,Prospecting,1,Lost,25813,0.08,0.02
12026,1432,112,20241212,20250114,BI Reporting,Discovery,3,Lost,13510,0.26,0.02
12027,1200,107,20241217,20250120,Security,Prospecting,1,Lost,15136,0.47,0.02
12028,1888,122,20241220,20251202,BI Reporting,Contracting,7,Won,101470,0.1,0.45
12029,1693,150,20241202,20250220,CRM,Contracting,7,Lost,17285,0.31,0.43
12030,1204,101,20241217,20250103,CRM,Qualification,2,Lost,10488,0.25,0.02
12031,1770,150,20241213,20250106,HR Tech,Prospecting,1,Lost,26952,0.23,0.02
12032,1379,101,20241216,20250103,Security,Prospecting,1,Lost,8397,0.25,0.02
12033,1761,155,20241224,20241227,BI Reporting,Qualification,2,Lost,39850,0.28,0.02
12034,1855,124,20241231,20251119,CRM,Contracting,7,Won,103438,0.14,0.45
12035,1925,101,20241223,20250121,CRM,Demo,4,Lost,117135,0.22,0.44
12036,1996,122,20241205,20241213,HR Tech,Prospecting,1,Lost,115323,0.17,0.02
12037,1095,112,20241212,20250227,CRM,Contracting,7,Won,3213,0.32,0.49
12038,1663,153,20241224,20250219,HR Tech,Prospecting,1,Lost,39311,0.28,0.02
12039,1889,113,20241202,20250310,CRM,Contracting,7,Won,285849,0.23,0.53
12040,1721,105,20241206,20250114,Analytics,Contracting,7,Won,38493,0.36,0.46
12041,1828,101,20241219,20250108,HR Tech,Qualification,2,Lost,130995,0.09,0.02
12042,1103,115,20241211,20250214,HR Tech,Contracting,7,Won,24381,0.38,0.73
12043,1791,112,20241206,20241216,BI Reporting,Contracting,7,Lost,45764,0.18,0.3
12044,1536,103,20241217,20241224,BI Reporting,Contracting,7,Won,20985,0.4,0.75
12045,1792,119,20241223,20251027,BI Reporting,Contracting,7,Won,27756,0.27,0.45
12046,1430,122,20241202,20241212,BI Reporting,Prospecting,1,Lost,6314,0.3,0.03
12047,1568,113,20241211,20241231,Analytics,Prospecting,1,Lost,44767,0.44,0.17
12048,1744,128,20241230,20250108,BI Reporting,Prospecting,1,Lost,41558,0.18,0.02
12049,1398,109,20241219,20250317,BI Reporting,Prospecting,1,Lost,4761,0.25,0.02
12050,1016,147,20241217,20250113,BI Reporting,Contracting,7,Won,6835,0.43,0.55
12051,1572,146,20250110,20250123,BI Reporting,Demo,4,Lost,49081,0.21,0.43
12052,1484,111,20250106,20250227,BI Reporting,Prospecting,1,Lost,6587,0.19,0.02
12053,1801,153,20250110,20250326,BI Reporting,Contracting,7,Won,69522,0.19,0.54
12054,1032,136,20250120,20250123,Security,Discovery,3,Lost,12688,0.29,0.02
12055,1185,146,20250130,20250401,Security,Contracting,7,Won,10430,0.32,0.67
12056,1584,107,20250107,20250328,HR Tech,Prospecting,1,Lost,78772,0.4,0.13
12057,1024,138,20250114,20250121,BI Reporting,Contracting,7,Won,2939,0.29,0.46
12058,1023,112,20250623,20260227,CRM,Qualification,2,Open,5174,0.39,0.1
12059,1903,146,20250131,20250204,Security,Qualification,2,Lost,119579,0.15,0.02
12060,1592,155,20250127,20250213,BI Reporting,Prospecting,1,Lost,27240,0.2,0.02
12061,1016,138,20250122,20250306,Security,Qualification,2,Lost,1644,0.33,0.02
12062,1780,101,20250124,20250306,BI Reporting,Proposal,5,Lost,39152,0.28,0.27
12063,1964,112,20250109,20250325,CRM,Contracting,7,Won,120422,0.11,0.46
12064,1344,136,20251216,20260220,BI Reporting,Discovery,3,Open,8150,0.3,0.03
12065,1472,111,20250131,20250404,HR Tech,Contracting,7,Won,4743,0.23,0.58
12066,1724,129,20250117,20250312,CRM,Contracting,7,Won,24041,0.38,0.68
12067,1304,153,20250116,20250127,HR Tech,Contracting,7,Won,12865,0.19,0.54
12068,1803,119,20251229,20260210,CRM,Qualification,2,Open,72657,0.14,0.02
12069,1288,113,20250128,20250219,CRM,Prospecting,1,Lost,24941,0.31,0.04
12070,1963,141,20250121,20250124,Analytics,Prospecting,1,Lost,68556,0.05,0.02
12072,1343,151,20250115,20250212,BI Reporting,Discovery,3,Lost,24255,0.36,0.02
12075,1698,135,20250128,20250205,Security,Discovery,3,Lost,22217,0.15,0.02
12076,1854,153,20250124,20251203,CRM,Contracting,7,Won,101806,0.24,0.59
12077,1799,146,20250116,20250204,BI Reporting,Contracting,7,Won,23284,0.24,0.45
12078,1866,101,20250129,20250204,BI Reporting,Qualification,2,Lost,78551,0.12,0.02
12079,1865,112,20250107,20250204,Security,Negotiation,6,Lost,125135,0.15,0.28
12080,1728,101,20250121,20250124,BI Reporting,Contracting,7,Won,16183,0.31,0.66
12081,1065,106,20250122,20250207,HR Tech,Qualification,2,Lost,12194,0.4,0.02
12082,1420,133,20250128,20250207,Security,Prospecting,1,Lost,6731,0.51,0.24
12083,1176,150,20250117,20250117,Analytics,Demo,4,Lost,5228,0.32,0.29
12084,1868,128,20250115,20250123,HR Tech,Qualification,2,Lost,83281,0.21,0.02
12085,1167,154,20250107,20250128,BI Reporting,Contracting,7,Won,6005,0.16,0.51
12086,1909,131,20250102,20250129,Security,Discovery,3,Lost,101325,0.33,0.02
12087,1092,106,20250123,20250422,HR Tech,Contracting,7,Won,22044,0.32,0.62
12088,1188,155,20250131,20250220,Analytics,Qualification,2,Lost,14286,0.29,0.02
12089,1735,127,20251215,20260202,HR Tech,Demo,4,Open,17876,0.17,0.22
12090,1140,109,20250122,20250220,HR Tech,Negotiation,6,Lost,1593,0.26,0.21
12091,1965,138,20250929,20260205,BI Reporting,Qualification,2,Open,64454,0.05,0.02
12092,1494,101,20250108,20250331,CRM,Contracting,7,Won,3965,0.32,0.67
12093,1966,135,20250124,20250219,BI Reporting,Prospecting,1,Lost,43866,0.15,0.02
12095,1626,101,20250129,20251224,Analytics,Contracting,7,Won,45397,0.25,0.6
12097,1438,119,20250312,20260127,CRM,Discovery,3,Open,3714,0.44,0.02
12098,1233,136,20250109,20250224,HR Tech,Prospecting,1,Lost,3872,0.36,0.09
12099,1205,112,20250115,20250225,CRM,Discovery,3,Lost,3537,0.39,0.02
12100,1073,150,20250123,20250206,HR Tech,Contracting,7,Won,12726,0.29,0.64
12101,1697,131,20250115,20250207,CRM,Qualification,2,Lost,20301,0.43,0.16
12102,1263,151,20250819,20260107,CRM,Discovery,3,Open,21520,0.39,0.12
12103,1576,130,20250115,20250128,Security,Qualification,2,Lost,19602,0.17,0.02
12104,1831,124,20250102,20250129,Analytics,Discovery,3,Lost,134381,0.15,0.02
12105,1480,155,20251110,20260112,HR Tech,Contracting,7,Open,12717,0.26,0.33
12106,1886,122,20250103,20250203,HR Tech,Proposal,5,Lost,105169,0.21,0.43
12107,1610,112,20250110,20250123,Security,Discovery,3,Lost,33286,0.34,0.02
12108,1785,151,20250115,20250210,CRM,Prospecting,1,Lost,47093,0.29,0.02
12109,1983,109,20250128,20250219,BI Reporting,Contracting,7,Lost,73729,0.05,0.1
12110,1486,113,20250107,20250116,Analytics,Discovery,3,Lost,15186,0.47,0.2
12111,1219,109,20250103,20250103,CRM,Demo,4,Lost,1290,0.26,0.3
12112,1341,127,20250123,20250206,CRM,Prospecting,1,Lost,2259,0.22,0.02
12113,1794,135,20250115,20250211,BI Reporting,Contracting,7,Won,23214,0.07,0.45
12114,1702,124,20250410,20260213,Analytics,Contracting,7,Open,19503,0.22,0.1
12115,1914,150,20250121,20250219,Security,Qualification,2,Lost,87962,0.19,0.02
12118,1062,155,20251110,20260206,HR Tech,Proposal,5,Open,7472,0.28,0.27
12119,1040,146,20250103,20250107,HR Tech,Qualification,2,Lost,10336,0.32,0.02
12120,1603,121,20250114,20251114,BI Reporting,Contracting,7,Won,17177,0.17,0.52
12121,1913,127,20251117,20260203,Security,Discovery,3,Open,75516,0.05,0.02
12122,1200,154,20250117,20250319,BI Reporting,Proposal,5,Lost,3487,0.25,0.47
12123,1326,119,20250115,20250221,Analytics,Contracting,7,Won,9268,0.32,0.67
12124,1416,130,20250124,20250422,Analytics,Qualification,2,Lost,5425,0.32,0.02
12125,1339,106,20250131,20250207,Security,Contracting,7,Won,6739,0.51,0.86
12127,1403,106,20250108,20250109,Security,Contracting,7,Won,19712,0.38,0.45
12128,1361,133,20250106,20250117,CRM,Contracting,7,Won,16934,0.44,0.61
12129,1164,141,20250114,20250409,Analytics,Contracting,7,Won,5624,0.29,0.45
12130,1747,119,20250108,20250117,CRM,Proposal,5,Lost,17229,0.24,0.46
12131,1924,133,20250110,20250114,Security,Prospecting,1,Lost,128086,0.4,0.02
12132,1506,105,20250121,20250207,Security,Contracting,7,Won,67881,0.4,0.7
12133,1683,103,20250128,20250213,BI Reporting,Contracting,7,Won,26666,0.41,0.69
12134,1103,124,20250106,20250106,CRM,Prospecting,1,Lost,4640,0.36,0.02
12135,1798,150,20250115,20250311,BI Reporting,Discovery,3,Lost,40421,0.11,0.02
12136,1616,110,20250113,20250121,CRM,Prospecting,1,Lost,29327,0.4,0.02
12137,1825,133,20250103,20250306,Security,Contracting,7,Won,284591,0.16,0.45
12138,1699,147,20250123,20250213,HR Tech,Qualification,2,Lost,18537,0.22,0.02
12139,1173,119,20250117,20250218,CRM,Prospecting,1,Lost,9653,0.32,0.02
12140,1942,136,20251009,20260216,Analytics,Negotiation,6,Open,101304,0.15,0.4
12141,1716,128,20250131,20250422,CRM,Contracting,7,Won,26608,0.28,0.63
12142,1915,101,20250130,20250408,CRM,Prospecting,1,Lost,147406,0.07,0.02
12143,1187,112,20250120,20250218,HR Tech,Qualification,2,Lost,8140,0.25,0.02
12144,1893,135,20250121,20250124,CRM,Proposal,5,Lost,40693,0.09,0.26
12145,1881,115,20250120,20250331,HR Tech,Contracting,7,Won,299110,0.2,0.45
12146,1081,106,20250107,20251229,Security,Contracting,7,Won,8637,0.48,0.61
12147,1220,133,20250114,20250224,Analytics,Prospecting,1,Lost,16371,0.44,0.17
12148,1451,127,20250115,20250217,BI Reporting,Prospecting,1,Lost,3783,0.22,0.02
12149,1449,105,20250129,20250603,Security,Contracting,7,Won,6436,0.42,0.52
12150,1103,153,20250115,20251103,HR Tech,Contracting,7,Won,14537,0.26,0.45
12151,1865,121,20250109,20250325,Analytics,Contracting,7,Won,70388,0.05,0.45
12152,1954,106,20250128,20250515,Security,Contracting,7,Won,285675,0.3,0.45
12153,1660,136,20250121,20250128,CRM,Contracting,7,Won,30112,0.22,0.47
12154,1050,107,20250131,20250314,CRM,Contracting,7,Won,17867,0.49,0.61
12155,1981,129,20250911,20260112,BI Reporting,Demo,4,Open,88341,0.21,0.02
12156,1792,130,20250128,20250128,CRM,Prospecting,1,Lost,16660,0.21,0.02
12157,1004,111,20250108,20250205,Security,Prospecting,1,Lost,3852,0.22,0.02
12158,1961,112,20250131,20251020,CRM,Contracting,7,Won,88116,0.28,0.63
12159,1047,146,20250110,20250116,BI Reporting,Contracting,7,Won,13020,0.27,0.62
12160,1066,129,20250114,20250212,CRM,Prospecting,1,Lost,11892,0.22,0.02
12161,1642,130,20250108,20250115,BI Reporting,Qualification,2,Lost,13073,0.18,0.02
12162,1670,124,20250121,20250127,Security,Prospecting,1,Lost,26420,0.21,0.02
12163,1355,135,20250127,20250303,Analytics,Qualification,2,Lost,4062,0.29,0.02
12164,1151,133,20250110,20250123,CRM,Discovery,3,Lost,16840,0.52,0.25
12165,1073,138,20250115,20250203,CRM,Prospecting,1,Lost,1485,0.29,0.02
12166,1987,144,20251219,20260212,HR Tech,Proposal,5,Open,134631,0.09,0.02
12167,1660,101,20250106,20250226,CRM,Qualification,2,Lost,41069,0.16,0.02
12168,1966,146,20250115,20250425,BI Reporting,Contracting,7,Won,67705,0.25,0.6
12169,1560,107,20250128,20250506,HR Tech,Contracting,7,Won,66997,0.4,0.63
12170,1489,147,20250130,20250327,Security,Qualification,2,Lost,3722,0.36,0.02
12172,1734,112,20250127,20250318,Analytics,Contracting,7,Won,27703,0.18,0.45
12174,1883,136,20250120,20250317,Analytics,Prospecting,1,Lost,62688,0.18,0.02
12175,1403,101,20250121,20250206,HR Tech,Prospecting,1,Lost,10511,0.32,0.05
12176,1777,138,20250107,20250114,Analytics,Qualification,2,Lost,20950,0.21,0.02
12177,1009,131,20250108,20250422,Analytics,Contracting,7,Won,10265,0.48,0.83
12178,1849,135,20250124,20250217,CRM,Discovery,3,Lost,44776,0.09,0.02
12179,1218,153,20250122,20250122,HR Tech,Prospecting,1,Lost,8129,0.35,0.02
12180,1134,127,20250116,20251218,HR Tech,Contracting,7,Won,2504,0.25,0.6
12181,1109,129,20250124,20250407,HR Tech,Contracting,7,Won,11802,0.26,0.45
12182,1189,127,20250131,20250131,BI Reporting,Qualification,2,Lost,1500,0.29,0.02
12183,1678,119,20251229,20260203,BI Reporting,Demo,4,Open,24794,0.27,0.26
12184,1809,124,20250122,20250317,Analytics,Contracting,7,Won,100332,0.17,0.52
12185,1877,133,20250117,20250310,CRM,Contracting,7,Won,118282,0.26,0.45
12186,1755,101,20250121,20250211,CRM,Demo,4,Lost,17610,0.21,0.25
12187,1860,144,20250122,20250528,CRM,Contracting,7,Won,106683,0.15,0.45
12188,1006,125,20250121,20250212,BI Reporting,Contracting,7,Won,12105,0.27,0.45
12189,1523,144,20251016,20260220,Security,Discovery,3,Open,30923,0.24,0.02
12190,1156,101,20250122,20250122,CRM,Prospecting,1,Lost,4448,0.34,0.07
12191,1403,138,20250102,20250109,HR Tech,Qualification,2,Lost,2801,0.26,0.02
12193,1981,133,20250102,20250203,HR Tech,Contracting,7,Won,187577,0.29,0.64
12194,1332,147,20250121,20251217,BI Reporting,Contracting,7,Won,6048,0.39,0.69
12195,1176,109,20250106,20250304,BI Reporting,Contracting,7,Won,7037,0.12,0.47
12196,1320,146,20251117,20260211,Analytics,Negotiation,6,Open,9475,0.32,0.37
12197,1237,105,20250129,20250325,Analytics,Qualification,2,Lost,18732,0.31,0.02
12199,1379,150,20250113,20250307,Security,Contracting,7,Won,11530,0.19,0.45
12201,1912,150,20250225,20250305,CRM,Demo,4,Lost,138097,0.11,0.15
12202,1002,112,20250218,20250226,HR Tech,Contracting,7,Won,4876,0.43,0.78
12203,1821,109,20250207,20250228,Security,Demo,4,Lost,50623,0.05,0.27
12204,1731,124,20250228,20250303,BI Reporting,Contracting,7,Won,15401,0.38,0.55
12207,1362,107,20250214,20250409,BI Reporting,Contracting,7,Won,9079,0.58,0.93
12208,1587,155,20250204,20250221,HR Tech,Demo,4,Lost,15280,0.22,0.49
12209,1580,136,20250715,20260225,CRM,Negotiation,6,Open,43425,0.23,0.1
12210,1792,110,20250207,20251202,CRM,Contracting,7,Won,52973,0.39,0.59
12211,1217,146,20250219,20250507,BI Reporting,Contracting,7,Won,9085,0.25,0.45
12212,1564,133,20250203,20250212,BI Reporting,Contracting,7,Won,25344,0.47,0.7
12213,1583,131,20250221,20250528,HR Tech,Contracting,7,Won,65237,0.3,0.47
12214,1172,151,20250730,20260217,CRM,Negotiation,6,Open,17508,0.54,0.1
12216,1491,125,20250923,20260108,BI Reporting,Negotiation,6,Open,14458,0.27,0.52
12217,1069,122,20250715,20260209,BI Reporting,Discovery,3,Open,9151,0.4,0.02
12219,1823,119,20250213,20250313,BI Reporting,Qualification,2,Lost,96190,0.1,0.02
12220,1985,133,20250206,20250221,Security,Negotiation,6,Lost,114003,0.24,0.31
12222,1167,151,20250228,20250415,CRM,Contracting,7,Won,6768,0.48,0.6
12223,1565,119,20250206,20250321,Analytics,Discovery,3,Lost,34303,0.24,0.02
12225,1061,113,20250227,20250428,Security,Contracting,7,Won,7905,0.53,0.83
12226,1286,128,20251117,20260126,HR Tech,Demo,4,Open,7567,0.31,0.3
12227,1749,122,20250217,20251222,Analytics,Contracting,7,Won,49399,0.11,0.45
12228,1068,111,20250204,20250303,HR Tech,Qualification,2,Lost,3948,0.16,0.02
12229,1718,121,20250206,20250212,CRM,Qualification,2,Lost,14146,0.18,0.02
12230,1131,101,20250227,20250318,CRM,Discovery,3,Lost,13388,0.25,0.02
12231,1052,122,20251124,20260224,Security,Contracting,7,Open,14704,0.34,0.29
12232,1225,113,20250204,20250404,Analytics,Contracting,7,Won,9278,0.41,0.76
12233,1510,147,20250211,20250312,Security,Prospecting,1,Lost,23335,0.38,0.11
12234,1250,110,20250225,20250618,Security,Contracting,7,Won,11355,0.51,0.86
12235,1921,105,20250207,20250311,Analytics,Contracting,7,Won,231947,0.19,0.45
12236,1428,109,20250226,20250429,Security,Contracting,7,Won,1385,0.29,0.46
12237,1260,144,20250224,20250227,HR Tech,Contracting,7,Won,6228,0.37,0.47
12238,1699,101,20250207,20250324,CRM,Contracting,7,Won,37572,0.18,0.53
12239,1958,124,20250212,20250321,HR Tech,Contracting,7,Won,119889,0.1,0.45
12240,1365,150,20250207,20250310,HR Tech,Prospecting,1,Lost,12577,0.31,0.04
12241,1626,110,20250214,20250220,BI Reporting,Discovery,3,Lost,34696,0.47,0.2
12242,1787,112,20250214,20250226,CRM,Discovery,3,Lost,16501,0.29,0.02
12243,1613,115,20250203,20250610,CRM,Contracting,7,Won,47244,0.39,0.64
12245,1882,105,20250228,20250429,Analytics,Demo,4,Lost,252578,0.2,0.24
12246,1224,155,20250211,20250219,CRM,Contracting,7,Won,3477,0.43,0.78
12247,1254,127,20250206,20250214,BI Reporting,Contracting,7,Won,7727,0.1,0.45
12248,1069,128,20250205,20250318,BI Reporting,Qualification,2,Lost,9342,0.4,0.13
12249,1167,141,20250203,20250207,Analytics,Qualification,2,Lost,5648,0.22,0.02
12250,1821,109,20250909,20260202,Analytics,Qualification,2,Open,47767,0.05,0.02
12251,1499,144,20250228,20250327,CRM,Contracting,7,Won,11209,0.29,0.64
12252,1376,106,20250206,20250331,HR Tech,Contracting,7,Won,23257,0.38,0.73
12253,1993,136,20250225,20250303,HR Tech,Demo,4,Lost,111544,0.07,0.29
12254,1977,150,20250206,20250410,CRM,Contracting,7,Won,110222,0.22,0.45
12255,1718,124,20250212,20250328,HR Tech,Prospecting,1,Lost,25025,0.28,0.02
12256,1585,109,20250211,20250225,BI Reporting,Prospecting,1,Lost,22901,0.07,0.02
12257,1371,136,20250206,20250210,CRM,Contracting,7,Won,7967,0.31,0.45
12258,1798,129,20250224,20250320,Security,Prospecting,1,Lost,34693,0.17,0.02
12259,1452,105,20250203,20250311,HR Tech,Qualification,2,Lost,17829,0.44,0.17
12260,1702,121,20251006,20260223,Security,Discovery,3,Open,29813,0.05,0.02
12261,1735,121,20250221,20250303,Analytics,Prospecting,1,Lost,28597,0.11,0.02
12262,1353,144,20250219,20250327,CRM,Demo,4,Lost,7952,0.33,0.37
12264,1867,112,20250206,20250307,Analytics,Contracting,7,Won,110507,0.19,0.45
12265,1445,112,20250214,20250224,CRM,Proposal,5,Lost,4449,0.39,0.55
12266,1992,129,20251008,20260205,Analytics,Contracting,7,Open,93518,0.1,0.4
12267,1805,122,20250224,20250411,HR Tech,Contracting,7,Won,147223,0.05,0.45
12268,1942,112,20250210,20250409,Security,Discovery,3,Lost,145792,0.09,0.02
12269,1273,131,20250212,20250218,Analytics,Contracting,7,Won,8323,0.53,0.65
12270,1871,154,20250226,20250320,BI Reporting,Qualification,2,Lost,42574,0.11,0.02
12271,1972,153,20250213,20250303,BI Reporting,Qualification,2,Lost,140963,0.11,0.02
12272,1758,110,20250228,20250402,BI Reporting,Discovery,3,Lost,46710,0.39,0.02
12273,1655,113,20250221,20251006,Analytics,Contracting,7,Won,67471,0.23,0.45
12274,1930,130,20250228,20250404,CRM,Qualification,2,Lost,79373,0.08,0.02
12275,1270,138,20250206,20250303,Analytics,Prospecting,1,Lost,2646,0.26,0.02
12276,1825,133,20250220,20250725,Analytics,Contracting,7,Won,135121,0.26,0.45
12277,1970,129,20250207,20250310,HR Tech,Qualification,2,Lost,84465,0.21,0.02
12278,1683,136,20250203,20250214,CRM,Prospecting,1,Lost,38899,0.19,0.02
12279,1231,125,20250210,20250313,Analytics,Contracting,7,Won,7271,0.32,0.49
12280,1973,121,20250207,20250319,CRM,Qualification,2,Lost,55786,0.05,0.02
12281,1081,107,20250212,20250220,Security,Qualification,2,Lost,22334,0.38,0.11
12282,1416,153,20250210,20250618,CRM,Contracting,7,Won,9125,0.42,0.77
12284,1939,138,20250226,20250227,BI Reporting,Contracting,7,Won,57600,0.05,0.45
12285,1339,153,20250211,20250423,HR Tech,Proposal,5,Lost,9576,0.35,0.55
12288,1578,136,20250214,20250428,HR Tech,Contracting,7,Won,32750,0.18,0.45
12289,1396,141,20250214,20250306,BI Reporting,Prospecting,1,Lost,7364,0.1,0.02
12290,1392,154,20250206,20250321,CRM,Qualification,2,Lost,4529,0.22,0.02
12292,1182,109,20250224,20250224,Security,Prospecting,1,Lost,3339,0.32,0.02
12293,1023,136,20250218,20250515,BI Reporting,Contracting,7,Won,14431,0.29,0.64
12294,1587,101,20251204,20260223,Security,Negotiation,6,Open,35076,0.18,0.48
12295,1090,154,20250219,20250602,Security,Contracting,7,Won,2518,0.29,0.45
12296,1611,141,20250219,20250221,Analytics,Prospecting,1,Lost,20587,0.24,0.02
12297,1590,136,20250206,20250402,HR Tech,Prospecting,1,Lost,41022,0.21,0.02
12298,1865,130,20250221,20250401,HR Tech,Qualification,2,Lost,51909,0.15,0.02
12299,1874,111,20250220,20250306,Analytics,Negotiation,6,Lost,40887,0.05,0.1
12300,1891,150,20250220,20250320,Security,Proposal,5,Lost,77918,0.12,0.16
12301,1377,125,20250207,20250313,BI Reporting,Qualification,2,Lost,4944,0.46,0.07
12303,1054,129,20250214,20250423,Security,Contracting,7,Won,13660,0.26,0.61
12304,1254,121,20251103,20260211,Analytics,Demo,4,Open,4403,0.16,0.02
12305,1309,111,20250206,20250604,Security,Contracting,7,Won,3530,0.15,0.5
12306,1736,122,20250227,20250505,CRM,Prospecting,1,Lost,44675,0.12,0.02
12307,1226,144,20250219,20250319,HR Tech,Prospecting,1,Lost,6702,0.36,0.02
12308,1985,110,20250203,20250219,CRM,Qualification,2,Lost,107861,0.24,0.02
